ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-24-001449	1640714	Employee Stock Option (right to buy)		16.29					F4	10-FEB-2032		Common Stock		27200.0								D			
0001209191-24-001449	1640715	Employee Stock Option (right to buy)		5.7					F5	12-MAY-2033		Common Stock		75000.0								D			
0000752642-24-000004	1640559	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0001213900-24-002989	1640563	Employee Stock Option (Right to Buy)		1.48					F1	01-JAN-2034		Common Stock		15000.0								D			
0002004222-24-000002	1640625	Employee Stock Options (right to buy)		202.72				12-FEB-2025	F3	11-FEB-2031	F3	Common Stock		2856.0								D			
0002004222-24-000002	1640626	Employee Stock Options (right to buy)		189.72				11-FEB-2026	F4	10-FEB-2032	F4	Common Stock		4324.0								D			
0002004222-24-000002	1640627	Employee Stock Options (right to buy)		194.31				23-FEB-2027	F5	22-FEB-2033	F5	Common Stock		4034.0								D			
0002004222-24-000002	1640628	Restricted Stock Units			F7				F6		F6	Common Stock		535.0								D			
0002004222-24-000002	1640629	Restricted Stock Units			F7				F8		F8	Common Stock		1426.0								D			
0002004222-24-000002	1640630	Restricted Stock Units			F7				F9		F9	Common Stock		480.0								D			
0002004222-24-000002	1640631	Restricted Stock Units			F7				F10		F10	Common Stock		1252.0								D			
0002004222-24-000002	1640632	Restricted Stock Units			F7				F11		F11	Common Stock		1831.0								D			
0002004222-24-000002	1640633	Restricted Stock Units			F7				F12		F12	Common Stock		732.0								D			
0002004222-24-000002	1640634	Restricted Stock Units			F7				F13		F13	Common Stock		876.0								D			
0002004222-24-000002	1640635	Restricted Stock Units			F7				F14		F14	Common Stock		2748.0								D			
0002004222-24-000002	1640623	Employee Stock Options (right to buy)		154.22				26-FEB-2023	F1	25-FEB-2029	F1	Common Stock		813.0								D			
0002004222-24-000002	1640624	Employee Stock Options (right to buy)		180.92				14-FEB-2024	F2	13-FEB-2030	F2	Common Stock		1946.0								D			
0000730708-24-000018	1640649	Common Stock Right to Buy	F2	22.65				06-FEB-2017		05-FEB-2027		Common Stock		2142.0				2142.0				D			
0000730708-24-000018	1640650	Common Stock Right to Buy	F2	28.42				04-FEB-2019		03-FEB-2029		Common Stock		1146.0				1146.0				D			
0000730708-24-000018	1640651	Common Stock Right to Buy	F2	27.53				04-MAY-2018		03-MAY-2028		Common Stock		1431.0				1431.0				D			
0000730708-24-000018	1640652	Common Stock Right to Buy	F2	14.39				03-FEB-2016		02-FEB-2026		Common Stock		3419.0				3419.0				D			
0000730708-24-000016	1640597	Common Stock Right to Buy	F5	22.65				06-FEB-2017		05-FEB-2027		Common Stock		2142.0				2142.0				D			
0001493152-24-002058	1640599	Stock Option (right to buy)		5.95				17-JAN-2024		17-JAN-2030		Common Stock		15385.0				15385.0				D			
0000950170-24-003897	1640565	Class B Common Stock			F18				F18		F18	Class A Common Stock		1961668.0				1961668.0				I		Shares owned by LLC	F19
0000752642-24-000003	1640586	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000002	1640557	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0001209191-24-001436	1640657	Restricted Stock Units			F2			11-AUG-2024	F1	11-AUG-2026		Common Stock		34557.0								D			
0001209191-24-001436	1640658	Restricted Stock Units			F2			07-NOV-2024	F3	07-NOV-2026		Common Stock		19339.0								D			
0001822966-24-000005	1640605	Employee Stock Option (right to buy)		3.41					F3	14-FEB-2028		Class A Common Stock		7794.0								D			
0001822966-24-000005	1640607	Restricted Stock Unit	F5	0.0					F6		F6	Class A Common Stock		3268.0								D			
0001822966-24-000005	1640608	Restricted Stock Unit	F5	0.0					F7		F7	Class A Common Stock		7112.0								D			
0001822966-24-000005	1640604	Employee Stock Option (right to buy)		3.41					F2	28-JUL-2027		Class A Common Stock		1732.0								D			
0001822966-24-000005	1640603	Employee Stock Option (right to buy)		3.24					F1	01-AUG-2026		Class A Common Stock		2598.0								D			
0001822966-24-000005	1640606	Employee Stock Option (right to buy)		6.41					F4	31-MAR-2031		Class A Common Stock		6062.0								D			
0000752642-24-000001	1640549	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		75000.0				75000.0				D			
0000752642-24-000001	1640550	UMH Properties, Inc.		23.81				08-FEB-2023		28-MAR-2032		UMH Properties, Inc.		78100.0				78100.0				D			
0000752642-24-000001	1640551	UMH Properties, Inc.		22.57				14-JUL-2022		14-JUL-2031		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000001	1640556	UMH Properties, Inc.		13.09				02-APR-2019		02-APR-2028		UMH Properties, Inc.		1000.0				1000.0				D			
0000752642-24-000001	1640553	UMH Properties, Inc.		13.9				02-APR-2020		02-APR-2029		UMH Properties, Inc.		100000.0				100000.0				D			
0000752642-24-000001	1640554	UMH Properties, Inc.		12.94				10-DEC-2019		10-DEC-2028		UMH Properties, Inc.		25000.0				25000.0				D			
0000752642-24-000001	1640555	UMH Properties, Inc.		15.75				09-JUL-2019		09-JUL-2028		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000001	1640552	UMH Properties, Inc.		9.7				25-MAR-2021		25-MAR-2030		UMH Properties, Inc.		80000.0				80000.0				D			
0001209191-24-001426	1640647	LTIP Units			F2				F6		F2	Class I Common Stock, par value $0.01 per share		436972.55				436972.55	F7			I		By Cimarrona Legacy Utah Trust	
0001209191-24-001425	1640600	LTIP Units			F2				F6		F2	Class I Common Stock, par value $0.01 per share		7023.52				7023.52	F7			I		Eric Marlin TTEE Eric R Marlin Living Trust	
0001209191-24-001424	1640567	LTIP Units			F2				F6		F2	Class I Common Stock, par value $0.01 per share		436972.55				436972.55	F7			I		By Christensen Utah 2020 Trust	
0001209191-24-001422	1640566	LTIP Units			F2				F6		F2	Class I Common Stock, par value $0.01 per share		209712.76				209712.76	F7			I		By Spring Creek Holdings, LLC	
0001127602-24-001210	1640588	SERP Stock			F3				F3		F3	Common Stock		1496.14								I		By SERP	
0001225208-24-000778	1640590	Restricted Stock Units			F2				F3	22-FEB-2026		Common Stock		417.0								D			
0001225208-24-000778	1640589	Restricted Stock Units			F2				F1		F1	Common Stock		890.0								D			
0001213900-24-002849	1640705	Warrants	F2	11.5				15-NOV-2023		27-JAN-2028		Class A Common Stock		179000.0								I		Through DCL	
0000950103-24-000543	1640445	Class B Common Stock	F10		F10				F10		F10	Class A Common Stock		4047616.0				4047616.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F12
0000950103-24-000543	1640444	Class B Common Stock	F10		F10				F10		F10	Class A Common Stock		1647144.0				1647144.0				I		By Chan Zuckerberg Initiative Foundation	F11
0000950103-24-000543	1640447	Class B Common Stock	F10		F10				F10		F10	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F14
0000950103-24-000543	1640446	Class B Common Stock	F10		F10				F10		F10	Class A Common Stock		308680491.0				308680491.0				I		By CZI Holdings, LLC	F13
0000950103-24-000542	1640410	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F25
0000950103-24-000542	1640409	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		308680491.0				308680491.0				I		By CZI Holdings, LLC	F24
0000950103-24-000541	1640378	Class B Common Stock	F21		F21				F21		F21	Class A Common Stock		308680491.0				308680491.0				I		By CZI Holdings, LLC	F22
0000950103-24-000541	1640379	Class B Common Stock	F21		F21				F21		F21	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F23
0000950103-24-000540	1640494	Class B Common Stock	F27		F27				F27		F27	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F29
0000950103-24-000540	1640493	Class B Common Stock	F27		F27				F27		F27	Class A Common Stock		308680491.0				308680491.0				I		By CZI Holdings, LLC	F28
0001209191-24-001405	1640330	Employee Stock Option (right to buy)		76.34					F2	21-FEB-2028		Common stock, par value $0.001		8064.0								D			
0001209191-24-001405	1640331	Employee Stock Option (right to buy)		57.62					F3	27-FEB-2030		Common stock, par value $0.001		2811.0								D			
0001209191-24-001404	1640531	Employee Stock Option (right to buy)		76.34					F6	21-FEB-2028		Common stock, par value $0.001		6343.0								D			
0001209191-24-001404	1640530	Employee Stock Option (right to buy)		64.03					F5	23-FEB-2027		Common stock, par value $0.001		4257.0								D			
0001209191-24-001404	1640529	Employee Stock Option (right to buy)		45.69					F4	24-FEB-2026		Common stock, par value $0.001		5862.0								D			
0001209191-24-001404	1640528	Employee Stock Option (right to buy)		56.79					F3	07-MAR-2025		Common stock, par value $0.001		4266.0								D			
0001209191-24-001404	1640532	Employee Stock Option (right to buy)		57.62					F7, F6	27-FEB-2030		Common stock, par value $0.001		2677.0								D			
0001209191-24-001404	1640527	Employee Stock Option (right to buy)		68.79					F2	12-FEB-2024		Common stock, par value $0.001		3221.0								D			
0001585521-24-000013	1640281	Restricted Stock Units			F6				F10		F10	Class A Common Stock		10388.0				10388.0				D			
0001585521-24-000013	1640282	Restricted Stock Units			F6				F11		F11	Class A Common Stock		46458.0				46458.0				D			
0001585521-24-000013	1640283	Restricted Stock Units			F6				F12		F12	Class A Common Stock		30877.0				30877.0				D			
0001585521-24-000012	1640509	Employee Stock Option (right to buy)		1.31					F10	06-JAN-2028		Class B Common Stock	F9	533085.0				533085.0				D			
0001585521-24-000012	1640508	Employee Stock Option (right to buy)		3.77					F8	24-SEP-2028		Class B Common Stock	F9	100000.0				100000.0				D			
0001585521-24-000012	1640507	Restricted Stock Units			F4				F7		F7	Class A Common Stock		10388.0				10388.0				D			
0001585521-24-000010	1640352	Restricted Stock Units			F4				F9		F9	Class A Common Stock		10388.0				10388.0				D			
0001585521-24-000010	1640353	Restricted Stock Units			F4				F10		F10	Class A Common Stock		5132.0				5132.0				D			
0000950170-24-003738	1640453	Stock Options (right to purchase)		16.95	F2				F1	01-MAR-2027		Common Stock		2065.0								D			
0000950170-24-003737	1640408	Warrant (right to purchase)		6.29	F5				F6	30-JUN-2024		Common Stock		12132.0								I		See footnotes	F2
0000950170-24-003737	1640407	Warrant (right to purchase)		6.78	F5				F4	30-JUN-2024		Common Stock		69622.0								I		See footnotes	F2
0001104659-24-003085	1640293	Nonqualified Stock Option		12.48					F2		F2	Common Stock		16600.0								D			
0001104659-24-003085	1640292	Nonqualified Stock Option		12.98					F1		F1	Common Stock		16500.0								D			
0001104659-24-003085	1640294	Restricted Stock Units			F4				F3		F3	Common Stock		17472.0								D			
0001585521-24-000008	1640533	Restricted Stock Units			F8				F11		F11	Class A Common Stock		13851.0				13851.0				D		See footnote	F1
0001585521-24-000008	1640534	Class B Common Stock			F12				F12		F12	Class A Common Stock		22527492.0				22527492.0				I			
0001415889-24-000969	1640515	Restricted Stock Units			F2				F3		F3	Common Stock		3426.0				3426.0				D			
0001415889-24-000968	1640454	Restricted Stock Units			F1				F2		F2	Common Stock		2300.0				2300.0				D			
0000950170-24-003724	1640305	Restricted Stock Units	F1	0.0	F1				F1		F1	Common Stock		9181.0								D			
0000950170-24-003724	1640306	Restricted Stock Units	F2	0.0	F2				F2		F2	Common Stock		5016.0								D			
0000950170-24-003724	1640318	Restricted Stock Units	F14	0.0	F14				F14		F14	Common Stock		19568.0								D			
0000950170-24-003724	1640317	Restricted Stock Units	F13	0.0	F13				F13		F13	Common Stock		1009.0								D			
0000950170-24-003724	1640307	Restricted Stock Units	F3	0.0	F3				F3		F3	Common Stock		10320.0								D			
0000950170-24-003724	1640308	Restricted Stock Units	F4	0.0	F4				F4		F4	Common Stock		869.0								D			
0000950170-24-003724	1640309	Restricted Stock Units	F5	0.0	F5				F5		F5	Common Stock		122.0								D			
0000950170-24-003724	1640310	Restricted Stock Units	F6	0.0	F6				F6		F6	Common Stock		559.0								D			
0000950170-24-003724	1640311	Restricted Stock Units	F7	0.0	F7				F7		F7	Common Stock		1913.0								D			
0000950170-24-003724	1640312	Restricted Stock Units	F8	0.0	F8				F8		F8	Common Stock		780.0								D			
0000950170-24-003724	1640313	Restricted Stock Units	F9	0.0	F9				F9		F9	Common Stock		335.0								D			
0000950170-24-003724	1640314	Restricted Stock Units	F10	0.0	F10				F10		F10	Common Stock		1916.0								D			
0000950170-24-003724	1640315	Restricted Stock Units	F11	0.0	F11				F11		F11	Common Stock		9746.0								D			
0000950170-24-003724	1640316	Restricted Stock Units	F12	0.0	F12				F12		F12	Common Stock		8916.0								D			
0001126234-24-000006	1640289	Stock Option (Right to Buy)		3.52				01-FEB-2024	F3	01-FEB-2033		Common Stock		3333.0								D			
0001126234-24-000006	1640288	Stock Option (Right to Buy)		7.69				01-JUN-2023	F3	01-JUN-2032		Common Stock		29750.0								D			
0001126234-24-000006	1640290	Stock Option (Right to Buy)		3.3				01-JUL-2024	F3	01-JUL-2033		Common Stock		25500.0								D			
0000920522-24-000004	1640329	Stock Option (Right to Purchase)	F2	339.44				30-NOV-2022		29-NOV-2031		Common Stock		1289.0								D			
0001047340-24-000005	1640335	Restricted Stock Units			F3				F5		F5	Ordinary Shares		1000.0								D			
0001047340-24-000005	1640332	Dividend Equivalent Units			F1				F1		F1	Ordinary Shares		505.7								D			
0001047340-24-000005	1640333	Restricted Stock Units			F3				F2		F2	Ordinary Shares		500.0								D			
0001047340-24-000005	1640334	Restricted Stock Units			F3				F4		F4	Ordinary Shares		701.0								D			
0001047340-24-000005	1640340	Performance Stock Units			F9				F11		F11	Ordinary Shares		1893.0								D			
0001047340-24-000005	1640336	Restricted Stock Units			F3				F6		F6	Ordinary Shares		987.0								D			
0001047340-24-000005	1640337	Restricted Stock Units			F3				F7		F7	Ordinary Shares		1893.0								D			
0001047340-24-000005	1640338	Performance Stock Units			F9				F8		F8	Ordinary Shares		1909.0								D			
0001047340-24-000005	1640339	Performance Stock Units			F9				F10		F10	Ordinary Shares		1515.44								D			
0001493152-24-001979	1640440	Stock Options (right to purchase)		426.0	F2				F1	10-FEB-2026		Common Stock		11.0								D			
0001992243-24-000044	1640270	Stock Options (right to buy)		8.47					F6	09-JUN-2027		Shares of Common Stock	F2, F3	41193.0								D			
0001992243-24-000044	1640273	Warrants		11.5					F9, F10	09-JUL-2026		Shares of Common Stock	F10	50000.0								D			
0001992243-24-000044	1640267	Stock Options (right to buy)		3.51					F1	31-DEC-2025		Shares of Common Stock	F2, F3	44759.0								D			
0001992243-24-000044	1640268	Stock Options (right to buy)		10.0					F4	01-SEP-2026		Shares of Common Stock	F2, F3	100000.0								D			
0001992243-24-000044	1640269	Stock Options (right to buy)		10.0					F5	09-JUL-2026		Shares of Common Stock	F2, F3	1185.0								D			
0001992243-24-000044	1640271	Stock Options (right to buy)		12.95					F7	07-SEP-2027		Shares of Common Stock	F2, F3	1078.0								D			
0001992243-24-000044	1640272	Stock Options (right to buy)		7.55					F8	22-MAY-2028		Shares of Common Stock	F2, F3	41853.0								D			
0001992243-24-000043	1640421	Stock Options (right to buy)		8.47					F4	09-JUN-2027		Shares of Common Stock	F2, F3	27437.0								D			
0001992243-24-000043	1640420	Stock Options (right to buy)		7.55					F1	22-MAY-2028		Shares of Common Stock	F2, F3	30486.0								D			
0001992243-24-000042	1640478	Stock Options (right to buy)		8.47					F5	09-JUN-2027		Shares of Common Stock	F2, F3	101248.0								D			
0001992243-24-000042	1640479	Stock Options (right to buy)		12.95					F6	07-SEP-2027		Shares of Common Stock	F2, F3	939.0								D			
0001992243-24-000042	1640477	Stock Options (right to buy)		10.0					F4	09-JUL-2026		Shares of Common Stock	F2, F3	1185.0								D			
0001992243-24-000042	1640476	Stock Options (right to buy)		10.0					F1	01-SEP-2026		Shares of Common Stock	F2, F3	35808.0								D			
0001992243-24-000041	1640490	Restricted Stock Units (RSU)			F7				F6		F6	Shares of Common Stock	F2, F3	35411.0								D			
0001992243-24-000041	1640487	Stock Options (right to buy)		7.35					F4	20-MAR-2028		Shares of Common Stock	F2, F3	200000.0								D			
0001992243-24-000041	1640488	Stock Options (right to buy)		7.06					F4	20-MAR-2028		Shares of Common Stock	F2, F3	150000.0								D			
0001992243-24-000041	1640489	Stock Options (right to buy)		11.83					F5	18-AUG-2027		Shares of Common Stock	F2, F3	50000.0								D			
0001992243-24-000041	1640486	Stock Options (right to buy)		10.0					F1	15-JUN-2027		Shares of Common Stock	F2, F3	50000.0								D			
0001992243-24-000040	1640455	Stock Options (right to buy)		12.95					F3	07-SEP-2027		Shares of Common Stock	F4, F5	100777.0								D			
0001992243-24-000040	1640456	Stock Options (right to buy)		7.55					F6	22-MAY-2028		Shares of Common Stock	F4, F5	54772.0								D			
0001992243-24-000039	1640341	Stock Options (right to buy)		7.39					F2	09-MAY-2027		Shares of Common Stock	F3	250000.0								D			
0001992243-24-000039	1640345	Restricted Stock Units (RSU)			F7				F8		F8	Shares of Common Stock	F3	80863.0								D			
0001992243-24-000039	1640344	Restricted Stock Units (RSU)			F7				F6		F6	Shares of Common Stock	F3	40596.0								D			
0001992243-24-000039	1640343	Stock Options (right to buy)		7.55					F5	22-MAY-2028		Shares of Common Stock	F3	300000.0								D			
0001992243-24-000039	1640342	Stock Options (right to buy)		8.47					F4	09-JUN-2027		Shares of Common Stock	F3	225000.0								D			
0001992243-24-000038	1640434	Stock Options (right to buy)	F3	10.0					F3, F6	13-JUL-2026		Shares of Common Stock	F5	31481.0								D		By Self as co-owner of EDGE Global LLC	F13
